PTS per game,TBR per game,AST per game,WS,Pick,College
16.5,7.9,2.4,8.9,2,US
16.5,4.2,3.9,12.9,12,US
13.9,7.3,5.7,8.6,6,Out US
14.9,7.9,3.8,14.2,16,Out US
9.1,2.8,2.2,1.8,18,US
7.9,2.1,3.3,11.7,14,US
9.2,8.2,1.5,59.3,12,US
13.7,3.9,4.7,46.1,18,US
24.1,5.6,7.1,166.4,3,US
21.7,7.1,8.1,110.6,4,US
27.3,7.0,4.4,170.2,2,US
2.2,1.6,0.0,0.3,10,Out US
4.3,3.9,0.2,1.7,12,Out US
5.9,5.2,1.0,44.5,12,US
9.3,2.3,4.5,36.0,14,US
8.0,3.8,1.4,26.5,12,Out US
12.1,4.5,1.6,23.1,17,US
16.0,4.9,2.1,62.2,13,US
7.4,4.3,0.6,11.1,11,US
11.2,4.1,3.6,55.7,17,US
1.9,1.0,0.3,0.2,14,US
16.3,3.9,6.7,145.5,2,US
10.5,1.9,3.3,49.6,16,US
14.6,8.4,1.6,89.5,17,US
7.9,2.3,5.5,12.0,15,US
16.1,6.4,5.2,125.1,5,US
11.0,4.7,2.4,61.8,9,US
15.6,6.1,2.0,47.8,4,US
7.7,1.1,2.9,8.9,16,US
5.1,3.9,1.2,15.3,5,US
7.2,2.8,2.8,24.7,20,US
8.8,5.0,0.8,16.3,6,US
12.0,3.2,3.3,50.8,7,US
15.6,9.8,3.2,112.5,8,US
10.1,4.2,3.4,8.2,11,US
4.1,4.1,2.1,2.7,19,US
5.0,0.9,1.1,-0.1,12,US
9.4,6.3,1.3,22.9,3,US
8.4,5.4,1.4,10.9,4,US
7.7,2.8,0.7,0.7,7,US
3.9,2.8,0.5,0.6,18,US
14.6,2.7,3.3,63.2,6,US
3.5,3.8,0.7,2.0,6,US
4.1,0.6,1.1,0.7,20,US
13.4,3.1,4.5,42.0,3,US
11.5,7.0,2.7,31.5,3,US
9.1,2.4,2.7,-1.7,16,US
9.5,5.0,0.9,7.2,6,US
17.4,8.3,1.5,22.7,19,US
4.6,2.0,1.3,1.6,6,US
1.6,0.4,0.3,0.0,11,US
21.3,6.9,4.6,7.6,1,US
11.5,3.2,3.2,4.5,5,US
17.8,4.6,3.4,15.7,8,US
13.4,4.6,4.1,8.9,15,US
6.3,3.7,1.5,4.4,16,US
7.0,5.5,0.9,14.6,6,US
8.4,5.1,0.9,10.6,6,US
15.7,10.3,4.8,59.8,11,US
6.9,3.1,1.3,3.2,5,Out US
13.5,6.3,2.7,42.6,4,US
10.6,5.4,1.9,20.9,12,Out US
16.9,4.5,3.9,25.6,2,US
6.0,3.0,0.4,3.8,19,US
12.8,2.0,2.0,63.7,11,US
15.7,11.8,1.3,141.7,1,Out US
1.7,0.7,0.7,-0.6,15,US
3.1,3.3,0.8,1.0,18,US
4.5,3.2,0.2,10.6,15,US
10.6,4.2,2.6,60.7,5,US
7.0,1.3,2.2,18.5,10,US
9.0,2.2,1.2,4.1,13,US
4.9,3.3,0.6,12.7,12,US
8.2,5.9,0.9,18.2,13,US
11.5,5.1,1.4,41.9,15,US
4.7,2.2,0.5,0.1,17,US
20.7,9.8,4.2,84.7,1,US
23.7,10.9,2.5,181.7,1,US
11.0,6.2,1.1,22.8,10,US
12.9,2.8,2.1,33.4,4,US
14.4,5.1,2.6,55.3,11,US
14.3,4.1,2.6,36.3,10,US
11.1,3.4,4.6,8.5,1,US
14.4,7.8,7.4,33.6,1,US
10.4,4.7,0.9,7.2,3,US
27.9,11.2,3.6,63.5,3,US
10.1,4.0,5.7,15.8,10,US
10.2,4.3,4.3,6.6,11,US
6.9,3.5,0.9,23.0,15,US
17.1,10.5,2.8,72.6,16,US
9.7,4.6,3.5,20.2,2,US
16.1,4.2,6.4,69.4,17,US
7.9,4.1,0.7,25.8,16,US
12.1,5.6,1.8,71.9,12,US
5.7,3.7,1.4,39.3,13,Out US
11.3,4.9,4.2,100.4,9,US
6.1,2.4,1.5,5.7,16,Out US
9.3,2.5,4.3,14.2,20,US
14.1,4.2,3.1,32.3,8,US
16.0,6.8,1.6,41.7,2,US
26.7,3.7,6.2,99.0,1,US
16.9,3.2,3.3,52.4,3,US
9.7,5.0,0.6,1.4,6,US
3.5,1.1,3.2,-0.7,20,US
8.1,6.3,0.7,40.7,2,US
11.5,7.5,1.5,58.4,9,US
3.5,1.2,0.4,-0.1,19,US
14.4,5.8,1.4,40.9,3,US
3.3,2.4,0.4,1.0,16,US
22.1,11.7,3.9,177.2,5,US
6.4,1.2,3.2,6.7,10,US
1.5,1.1,1.0,-0.1,17,US
15.9,2.2,4.2,26.9,8,US
9.7,2.5,2.2,12.3,16,US
3.1,2.2,0.7,0.2,20,US
10.7,2.1,2.4,7.3,12,US
12.0,6.1,1.3,46.4,5,Out US
9.2,5.5,1.5,4.4,2,US
5.2,0.6,0.9,0.0,19,US
17.9,3.2,3.3,38.0,1,US
8.5,1.6,3.0,1.4,5,US
4.0,3.0,0.2,0.7,12,US
3.5,1.4,0.6,0.7,13,US
6.7,3.4,1.8,-0.1,14,US
2.0,2.5,0.3,0.0,12,US
5.8,2.0,3.0,26.7,9,US
4.4,1.4,1.4,1.0,19,US
20.8,10.1,4.0,63.2,7,US
1.0,1.8,0.2,0.0,16,US
9.9,8.8,1.6,22.3,4,US
3.5,4.3,0.6,0.6,7,US
9.5,5.3,0.7,19.0,5,US
18.2,7.1,2.1,117.4,14,US
6.1,5.3,0.7,8.0,6,US
16.8,6.3,1.2,8.2,5,US
15.8,2.9,2.8,68.7,5,US
4.4,4.1,0.9,2.3,13,US
10.0,6.7,1.5,13.3,6,US
19.2,5.0,4.0,102.7,14,US
1.3,0.7,0.0,-0.1,7,US
7.0,4.4,1.0,4.2,5,US
10.1,4.8,2.0,14.2,7,US
13.8,11.2,2.2,61.8,6,US
6.5,2.5,1.8,8.2,15,US
4.4,3.8,0.4,0.1,7,US
2.6,3.4,1.2,0.2,16,US
3.7,2.6,0.8,0.5,8,US
1.3,1.8,0.7,-0.5,5,US
3.2,1.8,0.8,-0.1,15,US
6.1,3.9,1.0,3.0,12,US
8.5,5.2,0.8,9.1,10,US
6.5,2.8,1.2,-0.1,6,US
16.7,10.5,1.6,34.8,1,US
3.7,1.2,0.9,0.0,16,US
11.3,4.0,1.8,-1.7,4,US
5.4,3.9,1.3,0.5,4,Out US
4.1,3.2,0.7,0.4,13,Out US
24.3,4.0,5.0,45.1,13,US
14.3,3.9,1.2,20.9,14,US
4.2,1.3,1.9,1.3,18,US
7.0,5.5,0.9,23.2,5,US
5.0,1.6,4.9,1.0,13,US
10.3,4.9,1.5,27.4,13,US
4.4,3.0,0.5,2.9,14,US
8.4,4.7,0.8,49.6,15,US
14.8,6.1,2.3,74.0,7,US
4.3,2.1,0.6,1.1,17,Out US
18.9,7.8,1.2,92.5,9,Out US
15.2,8.7,1.9,124.9,9,US
14.3,3.0,8.5,129.7,15,US
6.8,4.0,0.9,14.6,7,US
11.4,4.5,2.9,78.5,14,US
13.7,6.9,1.2,58.1,2,US
4.1,2.4,0.5,0.9,6,US
6.8,5.0,0.9,42.7,10,US
11.1,2.5,5.5,45.0,13,US
2.8,1.2,0.5,1.3,15,US
17.1,8.0,2.6,109.6,20,US
5.7,2.2,1.6,4.2,19,US
18.9,3.0,3.8,76.9,5,US
7.3,2.7,3.8,10.7,10,US
14.1,7.0,4.1,73.5,4,US
13.3,2.6,4.3,32.0,16,US
12.3,7.5,1.8,24.5,4,US
12.1,6.4,2.3,34.8,8,US
5.3,3.6,1.1,14.4,4,US
8.4,1.1,4.0,5.4,14,US
3.4,2.5,0.6,0.6,10,US
12.6,7.7,2.1,30.3,2,US
9.8,7.0,1.5,2.6,8,US
14.0,3.1,5.4,-1.7,3,Out US
11.6,3.5,1.7,1.7,7,US
9.3,7.6,1.2,11.1,16,US
6.0,2.3,1.0,5.3,15,US
5.4,3.5,1.1,3.1,20,US
19.5,3.6,3.8,50.5,10,US
25.1,4.2,6.7,110.8,6,US
5.6,3.9,0.9,15.8,11,US
6.8,2.9,1.0,11.2,13,US
8.0,6.2,0.5,7.3,1,US
7.7,4.8,0.9,13.0,4,US
8.7,3.1,1.0,24.7,6,Out US
7.4,1.6,3.5,5.0,13,Out US
16.6,9.1,1.8,81.1,19,US
5.2,3.4,0.8,2.8,18,Out US
13.2,7.2,1.4,66.0,17,Out US
4.9,1.3,1.0,2.1,8,US
7.4,3.3,2.7,40.0,17,US
2.0,0.6,0.3,-0.2,17,US
14.1,4.7,1.4,8.2,14,US
10.9,7.5,2.1,26.9,2,US
5.3,1.7,1.3,3.4,19,US
20.4,6.1,5.6,135.6,14,US
13.9,6.0,6.2,61.2,11,US
5.1,1.5,0.9,5.2,15,US
8.7,2.1,5.0,22.1,16,US
7.3,1.9,4.0,6.3,10,US
14.3,2.0,2.9,53.7,12,US
13.7,7.4,2.3,59.1,1,US
11.9,1.9,1.8,17.3,7,US
2.4,1.0,0.3,0.0,19,US
7.0,3.1,1.5,12.9,5,US
4.4,3.5,0.6,5.5,20,US
11.6,2.4,4.5,22.9,6,US
13.3,10.5,3.4,39.3,1,US
6.0,4.1,1.9,15.1,20,US
5.3,4.6,0.7,1.9,1,US
1.8,0.6,0.2,-0.3,14,US
16.8,8.7,3.2,42.4,2,US
21.8,2.8,4.6,26.1,8,US
13.7,5.0,1.4,9.5,4,US
7.4,1.6,2.8,3.0,9,US
17.2,3.7,8.7,27.2,12,US
13.0,7.0,0.9,12.0,2,US
21.2,3.8,6.1,29.6,5,US
8.3,4.9,1.8,9.2,10,US
7.6,4.7,1.0,6.5,8,US
8.7,5.9,1.4,23.3,6,US
6.7,2.0,1.5,3.9,8,US
9.0,2.3,1.0,9.0,7,US
4.9,4.8,0.6,4.6,5,US
5.1,5.9,0.7,32.4,7,Out US
19.6,10.2,3.0,46.8,5,US
15.7,4.6,4.8,28.4,4,US
8.9,6.6,1.1,23.8,12,US
8.7,5.7,1.9,22.6,10,US
4.1,1.1,0.7,0.0,19,US
11.1,4.0,2.8,63.3,16,Out US
10.5,2.3,5.9,38.5,7,US
7.8,3.3,1.1,3.5,11,US
17.0,4.7,1.8,82.6,14,Out US
11.1,3.9,1.2,34.7,13,US
10.5,7.4,1.2,54.5,8,US
3.8,1.1,3.3,-1.2,7,US
11.8,3.9,2.3,33.9,7,US
11.7,6.7,2.8,28.6,3,US
12.8,6.2,3.3,16.9,7,US
11.1,2.0,2.8,2.4,14,US
4.9,4.2,0.4,15.8,18,US
9.5,6.7,1.5,21.8,1,US
11.0,3.1,1.3,2.4,18,US
12.8,2.0,5.5,46.8,6,US
9.0,4.5,2.1,10.0,17,US
4.8,4.1,0.6,19.1,6,US
14.0,8.2,2.2,106.4,9,US
5.6,1.8,4.6,9.6,13,US
7.9,6.8,1.2,35.0,5,US
5.4,1.4,1.2,4.6,17,US
11.7,5.5,1.2,26.9,7,US
5.9,2.3,1.2,2.4,17,US
5.8,2.1,1.2,1.3,16,US
8.9,6.2,1.6,24.8,18,US
11.6,1.8,6.4,23.3,2,US
18.0,3.0,3.2,48.2,2,US
9.8,6.3,1.2,10.8,3,US
10.5,6.1,1.1,23.3,10,US
2.5,1.2,0.4,0.5,13,US
13.2,4.8,2.0,53.7,6,US
10.3,7.0,1.6,13.0,7,US
3.3,1.4,1.9,0.9,20,US
2.4,0.8,0.0,-0.1,19,US
4.0,1.9,0.5,0.6,4,US
10.3,9.7,3.7,50.9,5,US
18.8,2.3,7.4,83.4,19,US
10.8,3.8,3.8,20.8,8,US
9.0,8.0,1.2,17.5,5,US
3.5,3.1,0.5,0.0,9,US
8.5,5.5,0.7,9.5,6,US
2.9,3.3,0.7,1.3,9,US
14.5,2.6,3.1,31.3,18,US
5.4,5.2,0.7,0.5,8,US
3.3,2.4,1.0,-0.6,5,US
17.0,15.6,3.3,98.4,6,US
4.3,3.0,0.8,3.4,15,US
10.8,2.8,3.5,33.1,3,US
2.0,1.9,0.4,-0.7,16,US
25.7,7.5,9.5,189.2,1,US
3.7,1.0,1.2,0.1,9,US
8.0,1.7,2.8,0.4,17,US
14.8,8.1,1.4,64.2,1,US
8.1,4.8,0.7,5.4,2,US
5.5,2.4,1.4,0.2,10,US
11.5,4.7,3.5,7.9,18,US
8.4,3.3,3.4,4.3,1,US
3.9,1.6,1.4,0.2,9,US
3.3,1.7,0.7,0.0,17,US
9.2,4.3,3.3,11.1,1,US
5.7,4.4,0.6,1.9,9,US
7.2,4.3,1.2,7.0,17,US
16.4,17.3,5.3,16.1,2,US
19.2,6.6,2.3,75.0,10,US
8.6,5.2,1.9,9.8,18,US
5.7,2.9,1.1,4.1,7,US
3.3,3.2,0.5,0.0,16,US
8.3,2.6,2.9,3.5,5,US
1.6,1.7,0.5,-0.4,14,US
2.2,1.0,0.6,0.2,8,US
1.3,1.5,0.6,-0.4,18,US
2.4,2.0,0.5,-1.3,10,US
21.4,10.6,3.9,3.7,1,Out US
11.3,5.9,3.0,1.5,9,US
9.7,2.3,2.0,-0.4,20,US
5.7,2.3,1.8,-0.3,12,US
13.6,3.7,2.5,9.7,11,US
4.5,2.4,0.6,0.0,19,Out US
9.8,2.3,1.5,4.6,18,US
5.8,2.3,1.2,3.3,20,US
19.0,10.8,3.0,206.4,1,US
9.0,2.5,0.8,24.1,18,US
14.2,4.3,2.6,55.7,3,US
12.2,3.8,3.8,27.9,10,US
21.1,10.6,2.5,178.7,1,US
11.1,2.5,5.5,21.8,10,US
5.2,1.7,0.9,-0.5,14,US
14.0,5.2,5.0,52.1,7,US
7.2,1.2,3.6,36.3,19,US
8.4,4.1,0.9,11.0,15,US
3.5,3.5,0.6,0.3,19,US
5.1,1.9,1.0,0.5,20,US
8.5,2.2,1.1,0.3,13,US
16.6,7.4,4.7,15.9,4,US
8.3,6.7,1.7,38.7,9,US
7.0,3.1,3.1,28.2,20,US
4.2,2.6,0.7,1.5,20,Out US
11.0,2.8,1.3,25.0,8,US
13.4,9.5,1.3,80.3,5,Out US
5.9,6.4,0.7,43.3,13,US
21.2,4.4,4.1,101.4,9,US
10.0,6.3,1.3,35.9,17,US
14.3,4.6,1.2,18.9,1,Out US
10.4,4.6,0.8,22.6,7,US
5.9,2.8,0.5,7.8,16,US
2.8,2.8,0.3,-0.4,8,US
19.2,8.5,2.0,106.0,4,US
6.4,1.7,1.0,1.7,20,US
2.8,3.4,0.5,2.0,17,US
5.5,2.2,0.6,3.8,5,Out US
1.7,2.4,0.5,-0.4,12,US
18.5,7.5,1.6,87.8,4,US
19.6,5.6,4.4,97.3,9,Out US
9.5,9.8,1.9,81.6,2,US
13.4,3.5,6.1,55.4,7,US
7.3,4.6,0.8,1.2,9,US
13.0,2.8,4.4,-0.3,16,US
10.1,3.6,1.7,11.5,12,US
7.7,4.3,1.1,19.4,12,US
6.1,2.0,2.2,5.9,5,Out US
9.0,2.8,0.5,8.5,14,US
11.2,7.8,0.9,52.8,3,Out US
10.8,3.4,2.0,30.0,12,US
15.2,4.4,3.5,63.4,9,US
4.3,1.3,2.8,3.3,20,US
7.8,2.8,1.6,30.4,14,US
16.3,3.1,8.1,77.3,3,US
6.7,5.4,0.7,30.3,14,US
6.3,2.3,1.1,4.5,16,US
4.9,1.8,0.9,7.0,19,Out US
2.3,2.2,0.2,-0.4,19,US
3.6,1.3,0.6,0.8,19,US
1.3,0.7,0.0,-0.1,18,US
4.1,3.2,0.5,6.2,17,US
2.9,1.1,0.3,0.0,15,US
11.7,2.4,1.8,41.5,15,US
25.0,10.1,3.6,234.6,13,US
13.1,2.7,10.5,207.7,16,US
12.8,5.1,1.4,45.0,7,US
24.8,6.7,2.5,117.5,3,US
7.7,5.0,1.1,48.8,13,US
16.2,3.3,2.1,22.0,2,US
3.5,1.1,2.0,-0.8,19,US
5.7,5.3,1.3,6.3,11,US
7.6,7.0,2.6,42.5,7,US
3.6,1.9,1.2,0.4,8,US
4.0,1.8,0.8,-0.4,10,US
10.9,2.8,1.4,8.2,15,US
9.8,6.0,2.5,9.1,9,Out US
12.7,4.8,1.3,11.3,9,US
6.2,3.6,1.4,8.6,15,US
6.1,1.9,2.9,8.3,19,US
10.3,4.9,1.5,36.7,3,US
21.9,4.1,4.3,56.1,3,US
3.6,3.5,0.6,4.0,6,Out US
4.1,3.2,0.6,2.3,18,US
18.7,4.2,8.9,44.5,1,US
7.6,5.0,0.4,43.7,18,US
11.4,2.0,1.0,18.6,16,US
3.9,2.4,0.2,0.5,18,Out US
10.8,2.2,3.9,54.9,5,US
8.3,3.1,1.1,10.2,10,US
4.8,4.1,1.3,13.1,11,US
8.4,1.9,1.8,6.1,17,US
6.6,5.5,0.9,20.8,1,Out US
17.1,3.1,3.4,62.8,7,US
14.4,6.7,1.8,105.1,4,US
13.4,6.1,2.2,59.4,5,US
9.5,3.2,1.7,23.1,6,US
13.0,7.3,2.8,40.2,6,US
6.7,1.5,2.2,1.5,19,US
5.3,3.3,0.6,14.7,9,US
9.9,4.4,1.6,36.4,12,US
7.7,2.6,7.6,54.0,12,US
10.1,5.1,2.9,19.9,12,US
4.4,1.7,0.3,-0.3,12,US
8.5,4.6,0.5,13.7,6,US
19.0,2.6,2.4,54.2,10,US
8.3,1.7,4.2,17.2,11,US
7.9,1.3,4.2,11.0,14,US
8.7,2.0,1.4,8.5,14,US
8.5,5.9,1.7,37.3,18,US
12.4,6.1,2.2,54.0,4,US
3.6,2.9,0.7,2.5,17,US
10.2,5.4,0.7,27.1,13,US
8.2,1.6,3.4,10.6,14,US
11.0,2.4,1.9,26.5,18,US
4.6,4.2,0.9,13.3,13,US
9.0,4.9,0.9,15.2,13,US
9.4,2.4,1.9,6.4,19,US
6.8,4.0,0.8,5.5,9,US
2.8,3.2,0.3,0.6,9,US
10.7,2.3,1.8,4.8,14,US
10.8,14.0,3.9,110.1,2,US
6.0,2.8,0.7,4.0,18,US
18.8,3.0,3.9,77.4,2,US
6.4,1.9,2.0,6.2,13,US
14.8,5.2,2.1,59.3,5,US
4.0,3.4,1.1,2.0,15,US
14.0,7.4,2.5,49.5,6,US
3.3,2.1,0.5,0.5,3,US
10.8,3.1,2.6,17.2,2,US
17.1,12.7,2.7,35.8,11,US
10.2,3.9,1.1,6.7,1,US
13.8,5.6,1.8,56.3,10,US
10.3,4.9,1.4,74.6,19,US
20.1,13.7,2.4,130.0,1,US
4.8,2.0,1.0,0.0,10,US
5.1,1.3,1.6,0.3,12,US
12.2,5.6,1.4,35.8,13,US
